category,word,sentence
visual,imagine,"We.re destined to be Immortals. mates, and it.s been as far from a pleasant experience as I could imagine."
visual,imagine,It.s hard to imagine Rhyn as a child.
visual,imagine,She couldn.t imagine what he.d been through: thrown out at such an age with a father who wanted him dead and brothers who hated him.
visual,imagine,I can.t imagine Jade would …
visual,imagine,"I imagine if there are aliens, they've been discreet for a reason."
visual,imagine,"But if it were a world like ours, I imagine it would be okay, right?"
visual,imagine,I imagine I'd want to know if I could come home to visit you.
visual,imagine,That there was a better chance of her selling art if she painted something no one else on earth could imagine?
visual,imagine,It was safer for her to imagine someone sitting just behind her wall weaving clothing and sending it to her or anyone else as they requested.
visual,imagine,"Romas isn't bad, but I can imagine most of these guys have a bit too much testosterone."
visual,imagine,Imagine coming so far to see something she might've seen there!
visual,imagine,She couldn't begin to imagine what a man like that would feel like in bed!
visual,imagine,She couldn't imagine spending her life with a man who viewed her as nothing more than a duty.
visual,imagine,"There was no other way for her to imagine the night, aside from as otherworldly as her new world."
visual,imagine,"Silence followed, and she wondered if her paranoia had caused her to imagine it."
visual,imagine,The dress is pretty but I can't imagine having to wear these undies!
visual,imagine,"Then you can talk to 'em but I imagine if it was a gift to the museum, they'll be obligated to hold on to the original."
visual,imagine,"Better than the old geezer, I imagine, Dean answered, trying to remember the last time he himself had tried the sport."
visual,imagine,I don't imagine it was so very difficult.
visual,imagine,I can't imagine trying to sleep with just a couple of little steel pegs hammered into the rock the only thing holding me from a couple of thousand foot drop!
visual,imagine,I don't imagine she has a long line at her door.
visual,imagine,"I just strolled around town, trying to imagine Annie doing the same thing, a hundred years ago."
visual,imagine,Imagine the overwhelming guilt Rev. Martin must have felt over this terrible sin of his relationship with a prostitute.
visual,imagine,Imagine being a dance hall girl back then!
visual,imagine,I imagine you got his attention.
visual,imagine,"He often thought, If Beethoven or Chopin had centuries to compose music, imagine the treasures we would have."
visual,imagine,"No, no it's fine; I just can't imagine it tasting good."
visual,imagine,I cannot imagine having to make this decision.
visual,imagine,I couldn't imagine her selling it.
visual,imagine,Maybe the reality is a lot better than what you imagine.
visual,imagine,"I imagine he's forgotten half of the information, and the other half is probably outdated."
visual,imagine,It was hard to imagine Katie conducting her life without the help of others.
visual,imagine,"Imagine that, she finally said dryly."
visual,imagine,"I imagine this is a lot different from where you live in Houston, she prompted."
visual,imagine,I can't imagine what would make you think such a thing.
visual,imagine,I can't imagine living anywhere else.
visual,imagine,"I imagine I owe you an explanation, Mr. Tim said."
visual,imagine,"He couldn't imagine all would still be missing, unless she was alive somewhere."
visual,imagine,"Kelli's gaze grew haunted, and Lana couldn't imagine what she'd seen during her journey from Georgia to the small town of Randolph."
visual,imagine,He could imagine the difficulty in supporting a fam­ily of three on the figure.
visual,imagine,Dean had a good buzz going and could only imagine the effect of the booze on the five-foot frame of his dinner partner—a frame without food most of the day.
visual,imagine,Maybe there's another reason why I don't talk about it—some warped sense of guilt because I can't imagine any life without you.
visual,imagine,I can't imagine marriage being any different.
visual,imagine,"Still, even knowing that Lori was interested in Josh, it was hard to imagine that she wasn't attracted to Alex."
visual,imagine,I can't imagine you taking advantage of a person down on their luck.
visual,imagine,"I can't imagine you with a beard, she finally said."
